id,temperature_c,created_at
57698,10.83,2026-02-26 03:20:42.790174+00
57699,9.85,2026-02-26 03:21:31.641683+00
57700,10.05,2026-02-26 03:22:49.808487+00
57701,11.13,2026-02-26 03:23:28.18263+00
57702,9.92,2026-02-26 03:24:07.528911+00
57703,11.16,2026-02-26 03:25:47.203381+00
57704,11.15,2026-02-26 03:26:00.951996+00
57705,11.43,2026-02-26 03:27:02.067174+00
57706,10.21,2026-02-26 03:28:15.774113+00
57707,10.11,2026-02-26 03:29:33.236972+00
57708,10.8,2026-02-26 03:30:46.997286+00
57709,10.63,2026-02-26 03:31:17.717776+00
57710,10.39,2026-02-26 03:32:14.864467+00
57711,10.74,2026-02-26 03:34:34.541086+00
57712,10.84,2026-02-26 03:35:27.025894+00
57713,10.94,2026-02-26 03:36:08.514782+00
57714,10.7,2026-02-26 03:37:19.519494+00
57715,10.3,2026-02-26 03:38:11.476479+00
57716,10.03,2026-02-26 03:39:16.555379+00
57717,9.99,2026-02-26 03:40:27.401237+00
57718,10.5,2026-02-26 03:41:02.904016+00
57719,10.11,2026-02-26 03:42:26.131157+00
57720,10.25,2026-02-26 03:43:27.907326+00
57721,10.53,2026-02-26 03:44:41.269436+00
57722,10.42,2026-02-26 03:45:49.838554+00
57723,10.7,2026-02-26 03:46:03.437333+00
57724,9.77,2026-02-26 03:47:28.161843+00
57725,10.27,2026-02-26 03:49:13.971163+00
57726,10.77,2026-02-26 03:51:19.839309+00
57727,10.45,2026-02-26 03:52:18.141927+00
57728,11.15,2026-02-26 03:53:12.527206+00
57729,11.36,2026-02-26 03:54:22.093707+00
57730,11.23,2026-02-26 03:55:41.862672+00
57731,10.56,2026-02-26 03:56:45.594298+00
57732,9.91,2026-02-26 03:57:12.949241+00
57733,10.36,2026-02-26 03:58:09.809336+00
57734,11.69,2026-02-26 04:00:04.460799+00
57735,9.88,2026-02-26 04:01:09.925383+00
57736,11.11,2026-02-26 04:02:10.34419+00
57737,9.89,2026-02-26 04:03:17.898507+00
57738,9.98,2026-02-26 04:04:17.514873+00
57739,11.46,2026-02-26 04:05:05.618735+00
57740,10.52,2026-02-26 04:06:00.162807+00
57741,10.15,2026-02-26 04:07:03.3936+00
57742,11.29,2026-02-26 04:08:24.59207+00
57743,10.8,2026-02-26 04:09:00.302143+00
57744,10.11,2026-02-26 04:10:12.439186+00
57745,10.45,2026-02-26 04:11:35.75579+00
57746,11.05,2026-02-26 04:13:44.210377+00
57747,10.39,2026-02-26 04:14:04.91372+00
57748,9.66,2026-02-26 04:15:46.348736+00
57749,10.25,2026-02-26 04:16:00.802664+00
57750,10.59,2026-02-26 04:17:39.002832+00
57751,10.94,2026-02-26 04:18:45.439799+00
57752,11,2026-02-26 04:19:13.659282+00
57753,11.38,2026-02-26 04:20:12.669232+00
57754,11.43,2026-02-26 04:21:02.263577+00
57755,9.76,2026-02-26 04:22:48.676285+00
57756,10.44,2026-02-26 04:23:01.079173+00
57757,10.65,2026-02-26 04:24:13.936941+00
57758,10.95,2026-02-26 04:25:02.938523+00
57759,11.29,2026-02-26 04:26:45.317742+00
57760,10.27,2026-02-26 04:28:09.650197+00
57761,10.71,2026-02-26 04:29:13.65642+00
57762,11.7,2026-02-26 04:30:24.009873+00
57763,10.95,2026-02-26 04:31:32.576825+00
57764,10.72,2026-02-26 04:32:13.129429+00
57765,10.72,2026-02-26 04:33:20.361671+00
57766,10.08,2026-02-26 04:34:16.244546+00
57767,10.85,2026-02-26 04:35:15.033613+00
57768,10.53,2026-02-26 04:36:47.548799+00
57769,9.91,2026-02-26 04:37:20.158718+00
57770,11.01,2026-02-26 04:38:19.343436+00
57771,10.22,2026-02-26 04:39:10.813623+00
57772,10.83,2026-02-26 04:40:01.227131+00
57773,10.18,2026-02-26 04:41:37.509387+00
57774,10.52,2026-02-26 04:43:08.687077+00
57775,11.78,2026-02-26 04:44:44.800353+00
57776,10.13,2026-02-26 04:45:00.896316+00
57777,10.38,2026-02-26 04:46:04.797698+00
57778,11.41,2026-02-26 04:47:03.000903+00
57779,10.42,2026-02-26 04:48:40.785824+00
57780,10.68,2026-02-26 04:49:17.054555+00
57781,10.37,2026-02-26 04:50:25.608864+00
57782,11.63,2026-02-26 04:51:27.625683+00
57783,10.72,2026-02-26 04:52:18.830578+00
57784,10.5,2026-02-26 04:53:39.678724+00
57785,11.23,2026-02-26 04:54:31.623968+00
57786,10.38,2026-02-26 04:55:02.618847+00
57787,9.93,2026-02-26 04:56:19.355394+00
57788,11.51,2026-02-26 04:57:46.762951+00
57789,9.89,2026-02-26 04:59:32.750429+00
57790,11.3,2026-02-26 05:01:33.207391+00
57791,10.96,2026-02-26 05:02:42.09205+00
57792,10.91,2026-02-26 05:03:26.743292+00
57793,10.54,2026-02-26 05:04:31.617952+00
57794,9.91,2026-02-26 05:05:25.384737+00
57795,11.44,2026-02-26 05:06:32.266853+00
57796,9.97,2026-02-26 05:07:27.470577+00
57797,10.07,2026-02-26 05:08:17.71627+00
57798,10.24,2026-02-26 05:09:43.751022+00
57799,9.94,2026-02-26 05:10:21.118597+00
57800,11.15,2026-02-26 05:11:32.891671+00
57801,10.75,2026-02-26 05:12:32.81393+00
57802,9.63,2026-02-26 05:14:46.150723+00
57803,9.91,2026-02-26 05:15:49.875243+00
57804,11.11,2026-02-26 05:16:27.558458+00
57805,10.04,2026-02-26 05:17:25.613693+00
57806,10.31,2026-02-26 05:18:45.068254+00
57807,11.59,2026-02-26 05:19:05.350726+00
57808,9.87,2026-02-26 05:20:36.119088+00
57809,9.81,2026-02-26 05:21:25.786098+00
57810,10.18,2026-02-26 05:22:04.821094+00
57811,10.12,2026-02-26 05:23:12.016637+00
57812,11.05,2026-02-26 05:24:06.363524+00
57813,10.13,2026-02-26 05:25:13.139502+00
57814,10.38,2026-02-26 05:26:16.542876+00
57815,11.17,2026-02-26 05:27:02.942168+00
57816,9.87,2026-02-26 05:28:10.648223+00
57817,10.61,2026-02-26 05:30:10.968794+00
57818,9.55,2026-02-26 05:31:08.703632+00
57819,10.37,2026-02-26 05:32:18.140471+00
57820,10.39,2026-02-26 05:33:24.791227+00
57821,9.58,2026-02-26 05:34:35.032553+00
57822,10.6,2026-02-26 05:35:41.250304+00
57823,9.43,2026-02-26 05:36:22.539189+00
57824,10.47,2026-02-26 05:37:33.278527+00
57825,9.92,2026-02-26 05:38:07.664945+00
57826,9.56,2026-02-26 05:39:18.040673+00
57827,10.95,2026-02-26 05:40:14.009229+00
57828,11.23,2026-02-26 05:41:43.056405+00
57829,9.72,2026-02-26 05:42:39.011047+00
57830,10.44,2026-02-26 05:44:18.918283+00
57831,9.78,2026-02-26 05:45:20.491044+00
57832,10.83,2026-02-26 05:46:11.399201+00
57833,10.33,2026-02-26 05:47:43.42027+00
57834,10.83,2026-02-26 05:48:42.058706+00
57835,11.28,2026-02-26 05:49:14.192511+00
57836,10.41,2026-02-26 05:50:08.022573+00
57837,11.14,2026-02-26 05:51:13.792583+00
57838,9.71,2026-02-26 05:52:02.318427+00
57839,11.22,2026-02-26 05:53:29.06375+00
57840,10.34,2026-02-26 05:54:39.753237+00
57841,11.27,2026-02-26 05:55:10.751676+00
57842,11.39,2026-02-26 05:56:38.022582+00
57843,10.88,2026-02-26 05:57:19.573117+00
57844,11.01,2026-02-26 05:58:07.228166+00
57845,10.31,2026-02-26 06:01:37.817214+00
57846,10.84,2026-02-26 06:02:47.26192+00
57847,9.44,2026-02-26 06:03:29.132186+00
57848,10.45,2026-02-26 06:04:10.246461+00
57849,9.48,2026-02-26 06:05:17.820932+00
57850,10.56,2026-02-26 06:06:17.254939+00
57851,9.83,2026-02-26 06:07:09.144159+00
57852,10.55,2026-02-26 06:08:33.739285+00
57853,10.22,2026-02-26 06:09:21.481615+00
57854,10.58,2026-02-26 06:10:27.650816+00
57855,10.36,2026-02-26 06:11:31.721672+00
57856,9.5,2026-02-26 06:12:26.424426+00
57857,9.61,2026-02-26 06:13:00.045159+00
57858,9.53,2026-02-26 06:15:34.180346+00
57859,11.18,2026-02-26 06:16:39.015938+00
57860,10.28,2026-02-26 06:17:25.944386+00
57861,9.97,2026-02-26 06:18:32.356447+00
57862,10.28,2026-02-26 06:19:37.55966+00
57863,9.8,2026-02-26 06:20:32.137385+00
57864,10.43,2026-02-26 06:21:14.363097+00
57865,9.33,2026-02-26 06:22:08.940125+00
57866,10.41,2026-02-26 06:23:31.66144+00
57867,9.45,2026-02-26 06:24:43.033832+00
57868,9.55,2026-02-26 06:25:00.047516+00
57869,10.39,2026-02-26 06:26:11.09477+00
57870,9.34,2026-02-26 06:27:46.507374+00
57871,9.74,2026-02-26 06:28:32.562707+00
57872,9.27,2026-02-26 06:30:10.115619+00
57873,10.38,2026-02-26 06:31:49.783728+00
57874,10.73,2026-02-26 06:32:40.114803+00
57875,9.49,2026-02-26 06:33:38.991025+00
57876,9.91,2026-02-26 06:34:48.240334+00
57877,9.39,2026-02-26 06:35:32.147728+00
57878,10.49,2026-02-26 06:36:33.34011+00
57879,9.43,2026-02-26 06:37:41.641102+00
57880,9.83,2026-02-26 06:38:25.017269+00
57881,10.95,2026-02-26 06:39:33.58159+00
57882,11.14,2026-02-26 06:40:49.257433+00
57883,9.41,2026-02-26 06:41:12.010921+00
57884,10.15,2026-02-26 06:42:17.534022+00
57885,9.48,2026-02-26 06:43:25.736927+00
57886,9.23,2026-02-26 06:45:35.116128+00
57887,10.73,2026-02-26 06:46:13.577259+00
57888,10.71,2026-02-26 06:47:47.184411+00
57889,9.13,2026-02-26 06:48:32.410572+00
57890,10.92,2026-02-26 06:49:24.007073+00
57891,9.85,2026-02-26 06:50:02.969871+00
57892,9.52,2026-02-26 06:51:21.036848+00
57893,9.69,2026-02-26 06:52:21.834467+00
57894,10.75,2026-02-26 06:53:37.959758+00
57895,9.61,2026-02-26 06:54:29.736158+00
57896,10.97,2026-02-26 06:55:08.881465+00
57897,10.53,2026-02-26 06:56:05.934891+00
57898,9.27,2026-02-26 06:57:16.881906+00
57899,10.05,2026-02-26 06:59:32.02037+00
57900,10.29,2026-02-26 07:01:24.145418+00
57901,10.87,2026-02-26 07:02:36.771559+00
57902,11.03,2026-02-26 07:03:16.641958+00
57903,10.86,2026-02-26 07:04:28.889246+00
57904,9.55,2026-02-26 07:05:20.23658+00
57905,9.39,2026-02-26 07:06:02.159302+00
57906,9.23,2026-02-26 07:07:10.122653+00
57907,10.85,2026-02-26 07:08:25.132164+00
57908,9.67,2026-02-26 07:09:41.472763+00
57909,9.57,2026-02-26 07:10:34.790635+00
57910,10.13,2026-02-26 07:11:31.555973+00
57911,9.78,2026-02-26 07:12:14.73291+00
57912,11.05,2026-02-26 07:14:11.360212+00
57913,9.29,2026-02-26 07:15:03.281581+00
57914,10.23,2026-02-26 07:16:41.902092+00
57915,10.36,2026-02-26 07:17:29.950309+00
57916,10.86,2026-02-26 07:18:31.701138+00
57917,10.7,2026-02-26 07:19:29.7049+00
57918,10.08,2026-02-26 07:20:33.02864+00
57919,9.29,2026-02-26 07:21:42.720978+00
57920,9.96,2026-02-26 07:22:14.818534+00
57921,10.76,2026-02-26 07:23:11.202631+00
57922,9.27,2026-02-26 07:24:36.965559+00
57923,11.14,2026-02-26 07:25:35.054723+00
57924,10.79,2026-02-26 07:26:02.639231+00
57925,10.1,2026-02-26 07:27:23.074183+00
57926,10.4,2026-02-26 07:28:22.037961+00
57927,9.79,2026-02-26 07:30:19.012751+00
57928,11.06,2026-02-26 07:31:25.290882+00
57929,10.1,2026-02-26 07:32:02.562546+00
57930,11.2,2026-02-26 07:33:33.949539+00
57931,11.2,2026-02-26 07:34:40.682182+00
57932,9.74,2026-02-26 07:35:47.055303+00
57933,11.14,2026-02-26 07:36:13.179937+00
57934,9.72,2026-02-26 07:37:27.028178+00
57935,11.33,2026-02-26 07:38:20.561615+00
57936,10.7,2026-02-26 07:39:40.588475+00
57937,10,2026-02-26 07:40:25.798676+00
57938,9.61,2026-02-26 07:41:20.439737+00
57939,10.3,2026-02-26 07:42:40.375727+00
57940,9.5,2026-02-26 07:44:05.245314+00
57941,11.01,2026-02-26 07:45:01.635325+00
57942,9.95,2026-02-26 07:46:32.59806+00
57943,11.49,2026-02-26 07:47:46.036427+00
57944,10.91,2026-02-26 07:48:14.637918+00
57945,10.91,2026-02-26 07:49:49.506024+00
57946,9.88,2026-02-26 07:50:15.589988+00
57947,9.71,2026-02-26 07:51:23.742859+00
57948,10.59,2026-02-26 07:52:12.776267+00
57949,10.16,2026-02-26 07:53:14.680996+00
57950,10.4,2026-02-26 07:54:18.223201+00
57951,11.59,2026-02-26 07:56:47.330453+00
57952,11.19,2026-02-26 07:57:19.688762+00
57953,9.77,2026-02-26 07:58:33.237293+00
57954,9.76,2026-02-26 07:59:33.2038+00
57955,11.52,2026-02-26 08:00:36.554016+00
57956,11.2,2026-02-26 08:01:02.197346+00
57957,11.21,2026-02-26 08:02:41.882686+00
57958,10.04,2026-02-26 08:03:08.722563+00
57959,11.31,2026-02-26 08:04:48.419078+00
57960,10.44,2026-02-26 08:05:44.164653+00
57961,10.28,2026-02-26 08:06:34.04593+00
57962,11.02,2026-02-26 08:07:32.295621+00
57963,9.6,2026-02-26 08:08:25.702075+00
57964,9.84,2026-02-26 08:10:05.38632+00
57965,11.05,2026-02-26 08:11:46.201106+00
57966,11.25,2026-02-26 08:12:32.565135+00
57967,10.98,2026-02-26 08:13:07.013935+00
57968,10.87,2026-02-26 08:14:17.372337+00
57969,11.43,2026-02-26 08:15:47.985333+00
57970,10.47,2026-02-26 08:16:40.812928+00
57971,11.67,2026-02-26 08:17:46.566469+00
57972,11.07,2026-02-26 08:18:33.393397+00
57973,9.97,2026-02-26 08:19:23.280737+00
57974,9.97,2026-02-26 08:20:03.51457+00
57975,11.71,2026-02-26 08:21:16.967101+00
57976,11.51,2026-02-26 08:22:32.567302+00
57977,11.66,2026-02-26 08:23:01.061028+00
57978,11.19,2026-02-26 08:25:01.939067+00
57979,10.44,2026-02-26 08:26:02.166821+00
57980,11.73,2026-02-26 08:27:07.078264+00
57981,11.09,2026-02-26 08:28:08.846093+00
57982,10.23,2026-02-26 08:29:22.383535+00
57983,10.34,2026-02-26 08:30:22.163868+00
57984,10.44,2026-02-26 08:31:43.682161+00
57985,11.65,2026-02-26 08:32:45.823443+00
57986,10.04,2026-02-26 08:33:44.548639+00
57987,10.85,2026-02-26 08:34:39.862129+00
57988,10.87,2026-02-26 08:35:24.679011+00
57989,11.38,2026-02-26 08:36:49.783933+00
57990,10.29,2026-02-26 08:37:23.320805+00
57991,10.07,2026-02-26 08:38:02.681361+00
57992,10.23,2026-02-26 08:40:23.123504+00
57993,10.36,2026-02-26 08:41:41.041376+00
57994,10.15,2026-02-26 08:42:06.75607+00
57995,11.25,2026-02-26 08:43:02.260178+00
57996,10.47,2026-02-26 08:44:33.024887+00
57997,11.51,2026-02-26 08:45:26.045834+00
57998,10.74,2026-02-26 08:46:43.832653+00
57999,11,2026-02-26 08:47:42.487119+00
58000,10.48,2026-02-26 08:48:09.318416+00
58001,10.33,2026-02-26 08:49:29.972187+00
58002,11.24,2026-02-26 08:50:28.653082+00
58003,10.38,2026-02-26 08:51:31.562183+00
58004,11.14,2026-02-26 08:52:03.30135+00
58005,10.97,2026-02-26 08:53:09.514375+00
58006,10.19,2026-02-26 08:55:00.438377+00
58007,10.21,2026-02-26 08:56:42.343242+00
58008,10.95,2026-02-26 08:57:36.113355+00
58009,11.07,2026-02-26 08:58:26.755293+00
58010,10.62,2026-02-26 08:59:04.886435+00
58011,11.33,2026-02-26 09:00:11.996762+00
58012,10.74,2026-02-26 09:01:14.424121+00
58013,12.27,2026-02-26 09:02:39.441424+00
58014,11.61,2026-02-26 09:03:13.656603+00
58015,11.44,2026-02-26 09:04:04.624113+00
58016,10.84,2026-02-26 09:05:40.593532+00
58017,10.75,2026-02-26 09:06:11.698776+00
58018,11.98,2026-02-26 09:07:38.464425+00
58019,10.77,2026-02-26 09:09:39.034947+00
58020,11.04,2026-02-26 09:10:28.454838+00
58021,10.34,2026-02-26 09:11:31.45512+00
58022,10.71,2026-02-26 09:12:42.861039+00
58023,12.11,2026-02-26 09:13:40.119545+00
58024,10.65,2026-02-26 09:14:45.782882+00
58025,10.91,2026-02-26 09:15:21.807497+00
58026,11.07,2026-02-26 09:16:21.376212+00
58027,11.9,2026-02-26 09:17:42.395219+00
58028,12.35,2026-02-26 09:18:00.513068+00
58029,11.11,2026-02-26 09:19:39.741546+00
58030,11.19,2026-02-26 09:20:05.185616+00
58031,10.73,2026-02-26 09:21:36.377581+00
58032,10.98,2026-02-26 09:23:28.744343+00
58033,11.29,2026-02-26 09:24:36.94699+00
58034,11.13,2026-02-26 09:25:16.675012+00
58035,10.7,2026-02-26 09:26:25.729473+00
58036,11.07,2026-02-26 09:27:21.715792+00
58037,11.33,2026-02-26 09:28:22.513814+00
58038,10.77,2026-02-26 09:29:04.417969+00
58039,12.64,2026-02-26 09:30:06.132377+00
58040,10.98,2026-02-26 09:31:39.179503+00
58041,12,2026-02-26 09:32:44.610866+00
58042,12.13,2026-02-26 09:33:19.26611+00
58043,11.93,2026-02-26 09:34:32.715158+00
58044,11.2,2026-02-26 09:36:40.595406+00
58045,11.66,2026-02-26 09:37:22.245598+00
58046,12.24,2026-02-26 09:38:06.255303+00
58047,12.02,2026-02-26 09:39:23.038712+00
58048,12.08,2026-02-26 09:40:34.182351+00
58049,11.19,2026-02-26 09:41:11.10936+00
58050,11.09,2026-02-26 09:42:45.750922+00
58051,11.8,2026-02-26 09:43:34.13043+00
58052,12.69,2026-02-26 09:44:25.112136+00
58053,11.76,2026-02-26 09:45:24.335035+00
58054,12.22,2026-02-26 09:46:38.826628+00
58055,11.48,2026-02-26 09:49:31.922874+00
58056,12.71,2026-02-26 09:51:08.859321+00
58057,11.23,2026-02-26 09:59:47.752942+00
58058,12.92,2026-02-26 10:03:10.491854+00
58059,12.77,2026-02-26 10:04:43.082216+00
58060,12.48,2026-02-26 10:05:34.774861+00
58061,12.29,2026-02-26 10:06:46.110769+00
58062,12.28,2026-02-26 10:07:19.305366+00
58063,11.96,2026-02-26 10:08:25.52272+00
58064,12.44,2026-02-26 10:09:15.569051+00
58065,13.06,2026-02-26 10:10:43.235844+00
58066,12.95,2026-02-26 10:11:35.648795+00
58067,11.37,2026-02-26 10:12:44.333912+00
58068,13.03,2026-02-26 10:13:36.672185+00
58069,11.35,2026-02-26 10:14:21.717231+00
58070,11.65,2026-02-26 10:15:46.050137+00
58071,12.83,2026-02-26 10:16:17.157857+00
58072,12.69,2026-02-26 10:18:41.577378+00
58073,12.82,2026-02-26 10:19:17.621812+00
58074,13.07,2026-02-26 10:20:25.836406+00
58075,12.69,2026-02-26 10:21:43.871001+00
58076,13.04,2026-02-26 10:22:43.321691+00
58077,11.39,2026-02-26 10:23:12.414215+00
58078,11.34,2026-02-26 10:24:48.863844+00
58079,11.42,2026-02-26 10:25:36.654123+00
58080,11.55,2026-02-26 10:26:47.36753+00
58081,11.9,2026-02-26 10:28:10.365837+00
58082,12.82,2026-02-26 10:29:20.196231+00
58083,11.81,2026-02-26 10:30:11.899683+00
58084,12.08,2026-02-26 10:31:32.123024+00
58085,11.71,2026-02-26 10:32:10.510915+00
58086,12.32,2026-02-26 10:33:28.457987+00
58087,13.21,2026-02-26 10:34:19.314874+00
58088,11.49,2026-02-26 10:35:09.110993+00
58089,12.84,2026-02-26 10:36:28.947848+00
58090,11.48,2026-02-26 10:37:45.484172+00
58091,12.97,2026-02-26 10:38:07.835286+00
58092,12.91,2026-02-26 10:39:41.196585+00
58093,11.64,2026-02-26 10:40:48.681113+00
58094,12.19,2026-02-26 10:42:26.901658+00
58095,12.73,2026-02-26 10:43:34.230506+00
58096,12.88,2026-02-26 10:44:19.404862+00
58097,11.61,2026-02-26 10:45:04.675596+00
58098,12.57,2026-02-26 10:46:05.648393+00
58099,11.76,2026-02-26 10:47:01.705809+00
58100,11.48,2026-02-26 10:48:37.963899+00
58101,11.49,2026-02-26 10:49:10.627247+00
58102,12.88,2026-02-26 10:50:29.78155+00
58103,12.94,2026-02-26 10:51:26.188168+00
58104,12.42,2026-02-26 10:52:11.896977+00
58105,13.22,2026-02-26 10:53:49.83837+00
58106,13.37,2026-02-26 10:54:38.444204+00
58107,11.4,2026-02-26 10:55:08.734629+00
58108,13.27,2026-02-26 10:57:38.398745+00
58109,11.45,2026-02-26 10:58:40.785545+00
58110,12.94,2026-02-26 10:59:07.953485+00
58111,12.36,2026-02-26 11:00:43.856393+00
58112,11.73,2026-02-26 11:01:34.73699+00
58113,12.09,2026-02-26 11:02:47.115489+00
58114,12.33,2026-02-26 11:03:00.847522+00
58115,12.36,2026-02-26 11:04:18.729763+00
58116,11.48,2026-02-26 11:05:12.181092+00
58117,12.95,2026-02-26 11:06:31.284141+00
58118,12.05,2026-02-26 11:07:29.409514+00
58119,11.78,2026-02-26 11:08:40.89479+00
58120,12.45,2026-02-26 11:09:00.442152+00
58121,13.11,2026-02-26 11:11:27.93608+00
58122,13.02,2026-02-26 11:12:05.823656+00
58123,12.05,2026-02-26 11:13:15.06808+00
58124,11.85,2026-02-26 11:14:12.829923+00
58125,13.17,2026-02-26 11:15:31.446935+00
58126,12.98,2026-02-26 11:16:13.983806+00
58127,12.28,2026-02-26 11:17:31.535197+00
58128,13.6,2026-02-26 11:18:33.814117+00
58129,13.17,2026-02-26 11:19:43.037619+00
58130,13.03,2026-02-26 11:20:31.623778+00
58131,12.23,2026-02-26 11:21:18.894863+00
58132,12.43,2026-02-26 11:22:04.38402+00
58133,12.28,2026-02-26 11:23:09.061104+00
58134,13.37,2026-02-26 11:24:01.476095+00
58135,12.79,2026-02-26 11:26:47.221233+00
58136,13.15,2026-02-26 11:27:33.190372+00
58137,13.26,2026-02-26 11:28:02.492739+00
58138,12.63,2026-02-26 11:29:09.798901+00
58139,12.13,2026-02-26 11:30:21.759123+00
58140,12.16,2026-02-26 11:31:42.04596+00
58141,11.92,2026-02-26 11:32:01.816124+00
58142,13.78,2026-02-26 11:33:14.343547+00
58143,13.87,2026-02-26 11:35:11.076541+00
58144,13.6,2026-02-26 11:36:26.185027+00
58145,13.3,2026-02-26 11:37:05.486761+00
58146,12.74,2026-02-26 11:38:33.455578+00
58147,13.62,2026-02-26 11:39:07.294348+00
58148,13.25,2026-02-26 11:40:39.58577+00
58149,12.04,2026-02-26 11:41:27.583851+00
58150,12.28,2026-02-26 11:42:39.751209+00
58151,12.78,2026-02-26 11:43:40.642415+00
58152,13.05,2026-02-26 11:44:25.155136+00
58153,13.37,2026-02-26 11:45:22.971985+00
58154,12.83,2026-02-26 11:46:06.635673+00
58155,13.37,2026-02-26 11:47:18.33732+00
58156,12.5,2026-02-26 11:48:06.451413+00
58157,12.67,2026-02-26 11:50:49.92587+00
58158,13.51,2026-02-26 11:51:03.89827+00
58159,12.18,2026-02-26 11:52:38.353504+00
58160,12.72,2026-02-26 11:53:37.017361+00
58161,12.61,2026-02-26 11:54:04.099614+00
58162,13.11,2026-02-26 11:55:45.394156+00
58163,13.8,2026-02-26 11:56:41.621527+00
58164,14.06,2026-02-26 11:57:48.153753+00
58165,13.88,2026-02-26 11:58:37.779645+00
58166,13.72,2026-02-26 11:59:47.743113+00
58167,13.73,2026-02-26 12:00:14.783433+00
58168,14.05,2026-02-26 12:01:32.292884+00
58169,14.1,2026-02-26 12:02:35.81826+00
58170,13.46,2026-02-26 12:04:38.13157+00
58171,12.91,2026-02-26 12:05:23.48315+00
58172,13.25,2026-02-26 12:06:47.994575+00
58173,12.56,2026-02-26 12:07:28.619634+00
58174,14.16,2026-02-26 12:08:13.832514+00
58175,13.09,2026-02-26 12:09:17.00083+00
58176,12.87,2026-02-26 12:10:12.277657+00
58177,12.34,2026-02-26 12:11:33.926384+00
58178,14.09,2026-02-26 12:12:48.670001+00
58179,13.21,2026-02-26 12:13:42.180476+00
58180,13.07,2026-02-26 12:14:01.361016+00
58181,14.17,2026-02-26 12:15:42.745053+00
58182,13.97,2026-02-26 12:16:35.640049+00
58183,14.32,2026-02-26 12:18:25.39638+00
58184,12.91,2026-02-26 12:19:26.859225+00
58185,14.16,2026-02-26 12:20:20.043345+00
58186,14.47,2026-02-26 12:21:36.575307+00
58187,12.85,2026-02-26 12:22:25.41745+00
58188,13.99,2026-02-26 12:23:42.084924+00
58189,12.61,2026-02-26 12:24:09.830392+00
58190,12.73,2026-02-26 12:25:10.032578+00
58191,13.35,2026-02-26 12:26:42.04135+00
58192,12.99,2026-02-26 12:27:09.290118+00
